page,previous_clicks,current_clicks,delta,previous_impressions,current_impressions,previous_position,current_position
https://haldefiyat.com/hal/yalova-hal,31,25,-6,307,259,4.964169381107492,5.915057915057915
https://haldefiyat.com/firmalar/kocaeli,11,5,-6,153,248,7.477124183006536,8.306451612903226
https://haldefiyat.com/et-fiyatlari,9,3,-6,680,678,10.266176470588235,10.79646017699115
https://haldefiyat.com/urun/misir-taze,17,11,-6,1288,591,7.697204968944099,7.707275803722505
https://haldefiyat.com/firmalar/konya,31,25,-6,669,559,6.84304932735426,7.31484794275492
https://haldefiyat.com/firmalar/van,9,3,-6,113,147,6.238938053097345,8.380952380952381
https://haldefiyat.com/firmalar/tokat,27,22,-5,464,378,5.6594827586206895,6.526455026455026
https://haldefiyat.com/urun/salatalik-tursuluk,33,28,-5,819,651,6.0476190476190474,5.062980030721966
https://haldefiyat.com/piyasa/erdemli-limon,11,6,-5,705,337,7.463829787234043,8.13946587537092
https://haldefiyat.com/firmalar/eskisehir,8,3,-5,161,138,8.130434782608695,7.065217391304348
https://haldefiyat.com/urun/bogurtlen,12,8,-4,536,318,5.087686567164179,5.6572327044025155
https://haldefiyat.com/urun/nohut,8,4,-4,615,662,9.029268292682927,8.602719033232628
https://haldefiyat.com/firmalar/antalya,18,14,-4,873,694,8.218785796105383,7.518731988472623
https://haldefiyat.com/firmalar/nigde,16,12,-4,493,567,6.612576064908722,7.091710758377425
https://haldefiyat.com/firmalar/zonguldak,6,2,-4,53,64,7.377358490566038,7
https://haldefiyat.com/urun/kirmizi-mercimek,7,3,-4,565,627,8.791150442477875,8.929824561403509
https://haldefiyat.com/urun/incir-siyah,12,8,-4,580,200,6.403448275862069,5.905
https://haldefiyat.com/firmalar/isparta,6,3,-3,241,192,8.406639004149378,8.677083333333332
https://haldefiyat.com/hal/gazipasa-hal,4,1,-3,189,281,8.925925925925926,8.430604982206406
https://haldefiyat.com/urun/biber-dolma,7,4,-3,323,216,6.492260061919505,6.018518518518518
https://haldefiyat.com/firmalar/sakarya,15,12,-3,387,299,8.428940568475452,8.899665551839465
https://haldefiyat.com/firmalar/kilis,12,9,-3,96,113,7.260416666666667,6.929203539823009
https://haldefiyat.com/urun/kuzukulagi,4,1,-3,18,17,5.333333333333333,5.0588235294117645
https://haldefiyat.com/urun/karpuz-cekirdeksiz,3,0,-3,86,43,7.22093023255814,7.1395348837209305
https://haldefiyat.com/urun/ahududu,10,7,-3,314,176,5.6847133757961785,5
https://haldefiyat.com/hal/canakkale-hal,6,3,-3,170,140,7.194117647058824,6.828571428571428
https://haldefiyat.com/firmalar/adana/komisyoncu,6,3,-3,141,116,8.042553191489361,8.491379310344827
https://haldefiyat.com/firmalar/osmaniye,24,21,-3,1128,557,8.37677304964539,7.405745062836624
https://haldefiyat.com/firmalar?page=14,3,0,-3,29,0,7.793103448275862,
https://haldefiyat.com/firmalar/ordu,5,2,-3,132,152,8.893939393939394,8.631578947368421
https://haldefiyat.com/hal/alanya-hal,12,9,-3,696,716,8.75,8.11731843575419
https://haldefiyat.com/urun/karnabahar,22,19,-3,229,245,4.742358078602621,4.346938775510204
https://haldefiyat.com/firmalar/mus,8,5,-3,98,74,6.163265306122449,6.1891891891891895
https://haldefiyat.com/firmalar/ankara,22,19,-3,403,512,9.431761786600497,7.96875
https://haldefiyat.com/firmalar/sivas,13,10,-3,359,263,6.428969359331476,6.186311787072244
https://haldefiyat.com/urun/havuc-beypazari,2,0,-2,15,25,5.533333333333333,8.4
https://haldefiyat.com/urun/domates-salkim,2,0,-2,206,74,9.155339805825243,9.675675675675675
https://haldefiyat.com/urun/kabak-kara,2,0,-2,19,14,5.842105263157895,11.142857142857142
https://haldefiyat.com/urun/domates-sera,2,0,-2,143,40,8.657342657342657,8.05
https://haldefiyat.com/firmalar,14,12,-2,252,205,13.28968253968254,9.95609756097561
https://haldefiyat.com/firmalar/rize,3,1,-2,58,61,9.275862068965518,7.901639344262295
https://haldefiyat.com/urun/zeytinyagi,17,15,-2,973,1525,7.1551901336074,6.922622950819672
https://haldefiyat.com/urun/patlican,25,23,-2,1387,1075,5.944484498918529,5.407441860465116
https://haldefiyat.com/firmalar/erzurum,7,5,-2,255,292,7.372549019607843,6.215753424657534
https://haldefiyat.com/urun/enginar,2,0,-2,91,79,6.230769230769231,6.493670886075949
https://haldefiyat.com/urun/fasulye-cali,2,0,-2,99,56,7.686868686868687,7.410714285714286
https://haldefiyat.com/urun/marul-lolorosso,3,1,-2,41,23,6.439024390243903,8.782608695652174
https://haldefiyat.com/urun/biber-cin,13,11,-2,325,449,5.3476923076923075,5.739420935412027
https://haldefiyat.com/firmalar?page=12,2,0,-2,130,3,8.753846153846155,8
https://haldefiyat.com/urun/erik-anjelik,13,11,-2,210,235,4.480952380952381,4.353191489361702
https://haldefiyat.com/firmalar/mersin,31,29,-2,954,868,8.447589098532495,8.32258064516129
https://haldefiyat.com/hal/demre-hal,6,4,-2,125,157,4.352,5.987261146496815
https://haldefiyat.com/urun/domates,68,66,-2,4048,3965,6.662796442687747,6.570996216897856
https://haldefiyat.com/pro,2,0,-2,3,2,1,5
https://haldefiyat.com/firmalar?city=istanbul&page=1,2,1,-1,44,18,10.204545454545455,8.88888888888889
https://haldefiyat.com/hal/kutahya-hal,11,10,-1,199,192,4.768844221105528,5.260416666666667
https://www.haldefiyat.com/fiyatlar?city=adana-hal,1,0,-1,65,28,6.707692307692308,10.964285714285714
https://haldefiyat.com/urun/yesil-sogan,2,1,-1,141,100,6.539007092198582,6.2
https://haldefiyat.com/firmalar?city=mersin&page=2,4,3,-1,123,79,8.455284552845528,8.949367088607595
https://haldefiyat.com/urun/jalapeno,7,6,-1,220,194,5.55,6.036082474226804
https://haldefiyat.com/firmalar?page=7,1,0,-1,12,21,7,10.142857142857142
https://haldefiyat.com/urun/domates-cherry,1,0,-1,131,81,11.877862595419847,7.469135802469136
https://haldefiyat.com/firmalar?city=mersin&type=komisyoncu&view=list&page=3,1,0,-1,12,2,13.833333333333334,4.5
https://haldefiyat.com/firmalar?view=list&page=3,1,0,-1,124,6,9.064516129032258,10.333333333333334
https://haldefiyat.com/urun/mangostan,1,0,-1,41,7,5.073170731707317,2
https://haldefiyat.com/hal/ulusal-hal-gov-tr,1,0,-1,232,183,11.879310344827585,11.316939890710383
https://haldefiyat.com/urun/ananas,4,3,-1,103,154,6.650485436893204,6.9935064935064934
https://haldefiyat.com/urun/karalahana,1,0,-1,71,47,7.154929577464789,7.340425531914893
https://haldefiyat.com/urun/zeytin,8,7,-1,176,249,6.801136363636363,5.413654618473895
https://haldefiyat.com/urun/nektarin,10,9,-1,228,197,5.390350877192983,4.812182741116752
https://haldefiyat.com/firmalar?city=konya&page=1,2,1,-1,85,54,9.31764705882353,8.722222222222221
https://haldefiyat.com/firmalar?city=mersin&view=list&page=2,1,0,-1,19,1,9.263157894736842,5
https://haldefiyat.com/urun/avakado,1,0,-1,62,79,9.806451612903226,8.037974683544304
https://haldefiyat.com/urun/kabak-sakiz,27,26,-1,75,73,4.426666666666667,4.616438356164384
https://haldefiyat.com/analiz/hal-fiyati-nasil-belirlenir,1,0,-1,29,25,5.206896551724138,5.12
https://haldefiyat.com/urun/bugday,1,0,-1,130,94,18.246153846153845,18.71276595744681
https://haldefiyat.com/urun/fasulye-ayse-kadin,2,1,-1,152,122,5.7631578947368425,6.10655737704918
https://haldefiyat.com/urun/kirmizi-lahana,5,4,-1,116,100,7.017241379310345,7.27
https://haldefiyat.com/hal/bolu-hal,1,0,-1,87,152,5.827586206896552,6.434210526315789
https://haldefiyat.com/firmalar/bingol,6,5,-1,67,90,6.059701492537314,6.044444444444444
https://haldefiyat.com/urun/erik-can,2,1,-1,167,183,6.874251497005988,7.6502732240437155
https://haldefiyat.com/firmalar?view=list&page=2,1,0,-1,9,0,7.333333333333333,
https://haldefiyat.com/urun/bruksel-lahana,1,0,-1,34,39,5.882352941176471,5.512820512820513
https://haldefiyat.com/urun/kuru-fasulye,1,0,-1,102,263,8.362745098039216,8.840304182509506
https://haldefiyat.com/urun/bugday-ekmeklik,1,0,-1,23,17,10.826086956521738,9.941176470588236
https://haldefiyat.com/firmalar/bursa,45,44,-1,890,1014,7.317977528089887,7.166666666666667
https://haldefiyat.com/urun/elma-granny-smith,1,0,-1,43,33,5.674418604651163,4.6060606060606055
https://haldefiyat.com/urun/dana-karkas-et,1,0,-1,77,87,9.493506493506494,8.919540229885058
https://haldefiyat.com/hal/antalya-hal-serik,2,1,-1,142,162,9.577464788732394,13.796296296296296
https://haldefiyat.com/firmalar/siirt,5,4,-1,78,70,6.064102564102564,6.442857142857143
https://haldefiyat.com/urun/california-kirmizi,1,0,-1,10,7,4.6,7.285714285714286
https://haldefiyat.com/firmalar?city=mersin&view=list&page=3,1,0,-1,17,2,8.764705882352942,8
https://haldefiyat.com/urun/kayisi-sekerpare,1,0,-1,60,42,5.016666666666667,4.595238095238095
https://haldefiyat.com/urun/portakal-sikmalik,1,0,-1,19,28,6.105263157894737,10.071428571428571
https://haldefiyat.com/urun/pazi,1,0,-1,60,45,5.45,6.5777777777777775
https://haldefiyat.com/urun/yesil-kapya,1,0,-1,2,35,1.5,3.085714285714286
https://haldefiyat.com/urun/visne,3,2,-1,268,194,7.350746268656716,6.592783505154639
https://haldefiyat.com/urun/bezelye,5,4,-1,143,162,6.006993006993007,5.802469135802469
https://haldefiyat.com/urun/biber-carliston,2,1,-1,364,160,8.208791208791208,7.4875
https://haldefiyat.com/rapor/yillik/2024-1,0,0,0,1,0,10,
https://haldefiyat.com/api/v1/prices?product=patates,0,0,0,1,1,9,3
https://haldefiyat.com/urun/armut-akca,0,0,0,16,15,12.8125,9.2
https://haldefiyat.com/fiyat/eskisehir/erik,0,0,0,0,22,,9.045454545454545
https://haldefiyat.com/fiyat/izmir/sogan-kuru,0,0,0,0,43,,7.023255813953488
https://haldefiyat.com/fiyat/trabzon/sogan-kuru,0,0,0,0,7,,18.714285714285715
https://haldefiyat.com/fiyat/ankara/seftali,0,0,0,0,35,,16.114285714285714
https://haldefiyat.com/urun/turp-beyaz,4,4,0,123,109,5.764227642276423,6.192660550458716
https://haldefiyat.com/api/v1/prices?product=zeytinyagi,0,0,0,3,3,9.333333333333334,8.333333333333332
https://haldefiyat.com/urun/domates-kokteyl,0,0,0,16,29,13.4375,7.206896551724138
https://haldefiyat.com/rapor/yillik/2024,0,0,0,5,2,7.6,9
https://haldefiyat.com/api/v1/prices/export?format=csv&product=domates-yerli&range=7d,0,0,0,2,4,19,5.75
https://haldefiyat.com/firmalar?city=mersin&type=komisyoncu&view=list&page=2,0,0,0,3,0,9,
https://haldefiyat.com/urun/dut-kara,0,0,0,18,27,5.222222222222222,6.074074074074074
https://haldefiyat.com/fiyat/konya/incir-beyaz,0,0,0,0,11,,4.181818181818182
https://haldefiyat.com/urun/feslegen,2,2,0,35,27,5.428571428571429,4.296296296296296
https://haldefiyat.com/urun/californiya-sari,0,0,0,1,7,13,6.428571428571429
https://haldefiyat.com/fiyat/yalova/mantar-kultur,0,0,0,0,6,,6
https://haldefiyat.com/fiyat/manisa/sogan-kuru,0,0,0,0,8,,10
https://haldefiyat.com/fiyat/kayseri/kekik,0,0,0,0,9,,7.444444444444445
https://haldefiyat.com/fiyat/konya/sogan-kuru,0,0,0,0,57,,6.684210526315789
https://haldefiyat.com/fiyat/trabzon/patates,0,0,0,0,16,,10.0625
https://haldefiyat.com/analiz/nisan-3-hafta-2026-endeks-analizi,0,0,0,0,1,,8
https://haldefiyat.com/fiyat/eskisehir/kavun,0,0,0,0,27,,9.518518518518519
https://haldefiyat.com/analiz/agustos-2-hafta-2026-hal-raporu,0,0,0,0,1,,9
https://haldefiyat.com/fiyat/eskisehir/elma,0,0,0,0,13,,10.076923076923077
https://haldefiyat.com/fiyat/izmir/kiraz,0,0,0,0,9,,9
https://haldefiyat.com/api/v1/prices?product=mercan,0,0,0,0,1,,8
https://haldefiyat.com/fiyat/kayseri/nar,0,0,0,0,13,,11.538461538461538
https://haldefiyat.com/fiyat/bursa/erik,0,0,0,0,13,,12.615384615384615
https://haldefiyat.com/urun/domates-pembe,4,4,0,232,140,7.150862068965517,6.2214285714285715
https://haldefiyat.com/rapor/yillik/2021-1,0,0,0,2,2,8.5,5
https://haldefiyat.com/fiyat/denizli/sarimsak-kuru,0,0,0,0,7,,12.714285714285714
https://haldefiyat.com/fiyat/bursa/muz-yerli,0,0,0,0,11,,8.272727272727273
https://haldefiyat.com/firmalar/soguk-hava,0,0,0,19,11,9.68421052631579,9.636363636363637
https://haldefiyat.com/urun/kamkat,0,0,0,5,16,4.6,8.875
https://haldefiyat.com/fiyat/kayseri/muz-yerli,0,0,0,0,6,,4.666666666666666
https://haldefiyat.com/api/v1/prices?product=kavun-ankara,0,0,0,1,0,10,
https://haldefiyat.com/analiz/haziran-3-hafta-2026-hal-raporu,0,0,0,0,2,,4.5
https://haldefiyat.com/firmalar/diyarbakir,21,21,0,346,359,6.442196531791907,6.545961002785515
https://haldefiyat.com/borsa,4,4,0,787,1442,10.017789072426938,10.142163661581137
https://haldefiyat.com/fiyat/manisa/mandalina,0,0,0,0,37,,5.756756756756757
https://haldefiyat.com/api/v1/prices/export?format=csv&product=iskaroz&range=7d,0,0,0,1,0,6,
https://haldefiyat.com/api/v1/prices?product=muz-d-er,0,0,0,0,1,,3
https://haldefiyat.com/firmalar/balikesir,5,5,0,76,114,7.355263157894737,9.12280701754386
https://haldefiyat.com/firmalar?city=mersin&page=5,0,0,0,32,1,7.25,4
https://haldefiyat.com/api/v1/prices?product=kiraz-kg,0,0,0,0,1,,7
https://haldefiyat.com/fiyat/adana/elma,0,0,0,0,34,,10.088235294117647
https://haldefiyat.com/hal/antalya-hal-kumluca,0,0,0,93,89,17.204301075268816,17.786516853932586
https://haldefiyat.com/fiyat/denizli/karpuz,0,0,0,0,10,,6.3
https://haldefiyat.com/fiyat/manisa/fasulye,0,0,0,0,13,,6.153846153846154
https://haldefiyat.com/fiyat/kutahya/patlican,0,0,0,0,4,,8.5
https://haldefiyat.com/urun/feslegen-reyhan,0,0,0,23,15,5,4.866666666666667
https://haldefiyat.com/api/v1/prices/export?format=csv&product=biber-kil-yerli&range=7d,0,0,0,6,3,7.666666666666667,9.333333333333334
https://haldefiyat.com/fiyat/adana/sarimsak-kuru,0,0,0,0,1,,2
https://haldefiyat.com/urun/semiz-otu-bag,0,0,0,12,12,5.916666666666667,6.583333333333333
https://haldefiyat.com/fiyat/kayseri/cilek,0,0,0,0,17,,11.764705882352942
https://haldefiyat.com/fiyat/adana/cilek,0,0,0,0,24,,28.166666666666668
https://haldefiyat.com/fiyat/kutahya/nar,0,0,0,0,30,,9.866666666666667
https://haldefiyat.com/fiyat/izmir/karpuz,0,0,0,0,27,,11
https://haldefiyat.com/fiyat/trabzon/cilek,0,0,0,0,12,,24.583333333333332
https://haldefiyat.com/urun/muz-ithal,0,0,0,0,7,,3
https://haldefiyat.com/firmalar/bolu,2,2,0,40,60,9.2,9.4
https://haldefiyat.com/fiyat/izmir/patlican,0,0,0,0,53,,7.113207547169812
https://haldefiyat.com/fiyat/denizli/elma,0,0,0,0,39,,25.564102564102566
https://haldefiyat.com/api/v1/prices/export?format=csv&product=kayisi-yerli&range=7d,0,0,0,0,1,,21
https://haldefiyat.com/firmalar?page=13,0,0,0,15,25,9.066666666666666,10.16
https://haldefiyat.com/fiyat/manisa/erik,0,0,0,0,9,,7.888888888888889
https://haldefiyat.com/firmalar?page=2,0,0,0,31,0,7.903225806451613,
https://haldefiyat.com/urun/zencefil,0,0,0,21,31,4.380952380952381,6.741935483870968
https://haldefiyat.com/fiyat/eskisehir/uzum,0,0,0,0,8,,10.5
https://haldefiyat.com/harita,0,0,0,3,3,4,6.666666666666667
https://haldefiyat.com/fiyat/konya/kiraz,0,0,0,0,14,,10.142857142857142
https://haldefiyat.com/kvkk,0,0,0,0,2,,5.5
https://haldefiyat.com/rehber/tursu,0,0,0,3,3,13.666666666666666,4
https://haldefiyat.com/analiz/nisan-son-hafta-2026-hal-raporu,0,0,0,0,1,,8
https://haldefiyat.com/fiyat/eskisehir/kiraz,0,0,0,0,6,,13
https://haldefiyat.com/urun/lime,1,1,0,6,17,10.833333333333334,7
https://haldefiyat.com/urun/dongel-musmula,0,0,0,16,22,5.1875,7.545454545454546
https://haldefiyat.com/fiyat/manisa/karpuz,0,0,0,0,4,,43.25
https://haldefiyat.com/firmalar/mersin/komisyoncu,4,4,0,124,165,8.306451612903226,6.624242424242424
https://haldefiyat.com/fiyat/denizli/sogan-kuru,0,0,0,0,70,,9.128571428571428
https://haldefiyat.com/firmalar?page=9,0,0,0,18,13,8.777777777777779,8.307692307692307
https://haldefiyat.com/firmalar?page=11,0,0,0,36,1,8.25,8
https://haldefiyat.com/firmalar?page=5,0,0,0,6,0,6,
https://haldefiyat.com/fiyat/manisa/patlican,0,0,0,0,9,,6.333333333333333
https://haldefiyat.com/analiz/turkiye-domates-fiyati-neden-degisir,0,0,0,35,31,4.771428571428571,6.225806451612903
https://haldefiyat.com/fiyat/istanbul/salatalik,0,0,0,0,50,,7.54
https://haldefiyat.com/api/v1/prices/export?format=csv&product=kabak-d-er&range=7d,0,0,0,1,0,10,
https://haldefiyat.com/urun/bulgur,0,0,0,74,77,6.756756756756757,6.623376623376624
https://www.haldefiyat.com/urun/bal-kabagi,0,0,0,0,1,,1
https://haldefiyat.com/api/v1/prices?product=kalamar-deniz,0,0,0,3,0,7.333333333333333,
https://haldefiyat.com/api/v1/prices/export?city=istanbul&dateFrom=2026-04-01,0,0,0,14,6,11.642857142857142,12.5
https://haldefiyat.com/analiz/agustos-5-hafta-2026-hal-raporu,0,0,0,1,0,4,
https://haldefiyat.com/endeks,0,0,0,4,6,4.25,5.666666666666667
https://haldefiyat.com/rehber,0,0,0,0,5,,2.8
https://haldefiyat.com/fiyat/adana/kiraz,0,0,0,0,6,,2.833333333333333
https://haldefiyat.com/api/v1/prices/export?format=csv&product=uzum-beyaz-kardinal&range=7d,0,0,0,0,1,,7
https://haldefiyat.com/firmalar?city=mersin&page=3,0,0,0,11,20,11.636363636363637,8.25
https://haldefiyat.com/urun/elma-arjantin,0,0,0,3,30,5.333333333333333,31.366666666666667
https://haldefiyat.com/fiyat/manisa/nar,0,0,0,0,13,,13.23076923076923
https://haldefiyat.com/fiyat/yalova/limon,0,0,0,0,2,,7
https://haldefiyat.com/rapor/yillik/2020,0,0,0,1,6,4,5.833333333333333
https://haldefiyat.com/api/v1/prices/weekly-summary?week=2026-30,0,0,0,0,1,,10
https://haldefiyat.com/api/v1/prices/export?format=csv&range=30d&latestOnly=false,0,0,0,0,1,,9
https://haldefiyat.com/fiyat/trabzon/kavun,0,0,0,0,16,,25.25
https://haldefiyat.com/api/v1/prices?product=limon,0,0,0,0,1,,3
https://haldefiyat.com/api/v1/prices/export?format=csv&product=fasulye-yer&range=7d,0,0,0,1,2,11,7.5
https://haldefiyat.com/firmalar/karabuk,2,2,0,84,67,8.55952380952381,8.671641791044777
https://haldefiyat.com/urun/ucburun-koy-biberi,0,0,0,10,5,4.7,5.4
https://haldefiyat.com/fiyat/kayseri/elma,0,0,0,0,72,,5.875
https://haldefiyat.com/fiyat/konya/barbunya,0,0,0,0,2,,7.5
https://haldefiyat.com/firmalar?city=mersin&page=4,0,0,0,13,0,12.23076923076923,
https://haldefiyat.com/urun/kavun-kirkagac,1,1,0,74,60,5.9324324324324325,9.283333333333333
https://haldefiyat.com/fiyat/kayseri/kayisi,0,0,0,0,12,,9.333333333333334
https://haldefiyat.com/firmalar?view=list&page=9,0,0,0,16,4,8,10.25
https://haldefiyat.com/fiyat/izmir/muz-yerli,0,0,0,0,8,,12
https://haldefiyat.com/rapor/yillik/2021,0,0,0,2,1,7,7
https://haldefiyat.com/fiyat/trabzon/kayisi,0,0,0,0,2,,5
https://haldefiyat.com/fiyat/konya/salatalik,0,0,0,0,19,,5.2105263157894735
https://haldefiyat.com/fiyat/manisa/kiraz,0,0,0,0,10,,23.9
https://haldefiyat.com/api/v1/prices?product=ceviz,0,0,0,2,0,9,
https://haldefiyat.com/veri-kaynagi-politikasi,0,0,0,1,0,1,
https://haldefiyat.com/hakkimizda,0,0,0,1,0,2,
https://haldefiyat.com/analiz/sebze-meyve-fiyatlari-neden-sehirden-sehire-degisir,0,0,0,5,3,4.6,4.666666666666666
https://haldefiyat.com/fiyat/trabzon/sarimsak-kuru,0,0,0,0,1,,9
https://haldefiyat.com/urun/yeni-dunya-malta-erigi,0,0,0,23,17,10.782608695652174,5.705882352941177
https://haldefiyat.com/fiyat/trabzon/karpuz,0,0,0,0,5,,25.6
https://haldefiyat.com/analiz/haziran-2-hafta-2026-hal-raporu,0,0,0,1,0,8,
https://haldefiyat.com/analiz/agustos-3-hafta-2026-hal-raporu,0,0,0,9,0,7.222222222222222,
https://haldefiyat.com/fiyat/istanbul/sogan-kuru,0,0,0,0,44,,11.136363636363637
https://haldefiyat.com/rehber/kislik-sebze,0,0,0,0,1,,4
https://haldefiyat.com/yazar/orhan-guzel,0,0,0,1,0,3,
https://haldefiyat.com/api/v1/prices?product=mazak,0,0,0,0,1,,8
https://haldefiyat.com/firmalar?city=mersin&page=1,0,0,0,17,19,8.058823529411764,9.842105263157896
https://haldefiyat.com/urun/uc-burun-koy,0,0,0,3,3,5,8.333333333333332
https://haldefiyat.com/fiyat/konya/yaban-mersini,0,0,0,0,17,,8.176470588235293
https://haldefiyat.com/urun/patlican-bostan-topak,1,1,0,35,47,6.857142857142857,6.74468085106383
https://haldefiyat.com/fiyat/yalova/kizilcik,0,0,0,0,23,,8.956521739130434
https://haldefiyat.com/firmalar?city=mugla&view=card,0,0,0,0,2,,8.5
https://haldefiyat.com/analiz/mayis-1-hafta-2026-hal-raporu,0,0,0,3,6,2.333333333333333,8
https://haldefiyat.com/rapor/yillik/2023,0,0,0,2,6,35.5,7
https://haldefiyat.com/urun/kereviz,1,1,0,87,48,8.068965517241379,6.270833333333333
https://haldefiyat.com/firmalar?view=list&page=5,0,0,0,14,0,6.714285714285714,
https://haldefiyat.com/fiyat/denizli/cilek,0,0,0,0,21,,27.428571428571427
https://haldefiyat.com/firmalar?city=mersin&type=komisyoncu&view=list&page=1,0,0,0,5,6,21.4,7.833333333333333
https://haldefiyat.com/urun/uzum-siyah,3,3,0,133,191,6.195488721804511,5.5811518324607325
https://haldefiyat.com/urun/arpa,0,0,0,0,83,,11.734939759036145
https://haldefiyat.com/fiyat/denizli/patlican,0,0,0,0,13,,7.923076923076923
https://haldefiyat.com/fiyat/bursa/patates,0,0,0,0,32,,4.4375
https://haldefiyat.com/rapor/yillik/2025,0,0,0,0,3,,8.333333333333332
https://haldefiyat.com/fiyat/kayseri/kavun,0,0,0,0,14,,6
https://haldefiyat.com/api/v1/prices?market=yalova-hal,0,0,0,1,0,7,
https://haldefiyat.com/fiyat/trabzon/muz-yerli,0,0,0,0,9,,25.88888888888889
https://haldefiyat.com/api/v1/prices?product=yulaf,0,0,0,1,0,7,
https://haldefiyat.com/fiyat/kocaeli/kiraz,0,0,0,0,7,,58.42857142857143
https://haldefiyat.com/fiyat/bursa/karpuz,0,0,0,0,10,,11.5
https://haldefiyat.com/urun/marul,14,14,0,490,646,6.018367346938776,5.496904024767802
https://haldefiyat.com/fiyat/bursa/patlican,0,0,0,0,34,,5.205882352941177
https://haldefiyat.com/urun/biberiye-rozmarin,0,0,0,18,21,6.5,5.809523809523809
https://haldefiyat.com/fiyat/manisa/patates,0,0,0,0,3,,3.3333333333333335
https://haldefiyat.com/firmalar/kars,1,1,0,27,22,8.518518518518519,9.590909090909092
https://haldefiyat.com/karsilastirma,0,0,0,6,2,8.833333333333332,9
https://haldefiyat.com/fiyat/istanbul/cilek,0,0,0,0,103,,7.786407766990291
https://haldefiyat.com/urun/karpuz,22,22,0,895,663,5.865921787709497,5.929110105580694
https://haldefiyat.com/analiz/mayis-2-hafta-2026-hal-raporu,0,0,0,4,0,5.5,
https://haldefiyat.com/api/v1/prices?product=koyun-canli,0,0,0,2,5,10,7.6
https://haldefiyat.com/iletisim,0,0,0,1,2,3,1
https://haldefiyat.com/analiz/kuru-sogan-fiyat-analizi-temmuz-2026,1,1,0,495,495,8.115151515151515,6.921212121212121
