url,baseline_eligible,current_eligible,inspection_at,index_verdict,canonical_match,last_crawl,query_group,position_band,device,country,clicks_before,impressions_before,clicks_after,impressions_after,missing_data_reason
https://haldefiyat.com/fiyat/bursa/nar,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/bursa/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/bursa/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/bursa/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/bursa/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/bursa/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/bursa/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/bursa/uzum,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/domates-salcalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/denizli/uzum,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/eskisehir/uzum,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/gaziantep/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/gaziantep/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/gaziantep/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/gaziantep/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/bogurtlen,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/nar,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/istanbul/uzum,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/barbunya-taze,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/nar,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/izmir/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/ahududu,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/bogurtlen,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/domates-salcalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/kekik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/nar,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kayseri/yaban-mersini,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/domates-salcalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/kekik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kocaeli/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/ahududu,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/mantar-kultur,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/nar,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/uzum,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/konya/yaban-mersini,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/domates-salcalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/mandalina,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/mantar-kultur,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/nar,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/kutahya/uzum,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/mandalina,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/nar,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/manisa/uzum,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/cilek,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/domates-salcalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/kavun,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/muz-yerli,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/patates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/patlican,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/salatalik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/sarimsak-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/seftali,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/sogan-kuru,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/trabzon/uzum,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/domates,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/elma,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/erik,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/fasulye,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/karpuz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/kayisi,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/kiraz,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/limon,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/mantar-kultur,1,,,,,,,,,,,,,,
https://haldefiyat.com/fiyat/yalova/muz-yerli,1,,,,,,,,,,,,,,
