195	Canbeg Komisyon Evi	komisyoncu	adiyaman	kahta	Muazettin KURT	0536 895 16 90	Toptan Sebze Hali No :30-31	https://halkatalogu.com/hal/292-canbeg-komisyon-evi	unclaimed	2026-07-12
189	Dört Mevsim Komisyonevi	komisyoncu	adiyaman	merkez	Yusuf İNCEYOL	0532 647 36 90	Toptancı Sebze Hali No :36	https://halkatalogu.com/hal/291-dort-mevsim-komisyonevi	unclaimed	2026-07-12
186	Erdinç Komisyon evi	komisyoncu	adiyaman	merkez	Mehmet ERDİNÇ	0507 244 64 76	Yeni Sebze Hali No :11	https://halkatalogu.com/hal/2171-erdinc-komisyon-evi	unclaimed	2026-07-12
196	Erkoç Komisyon Evi	komisyoncu	adiyaman	kahta	Ramazan ULUÇAY	0532 055 08 11	Toptan Sebze Hali No :34	https://halkatalogu.com/hal/293-erkoc-komisyon-evi	unclaimed	2026-07-12
187	Hıdıroğulları Komisyon evi	komisyoncu	adiyaman	merkez	M.İrfan YAMUK	225 0009	Merkez Sebze Hali No :18	https://halkatalogu.com/hal/2472-hidirogullari-komisyon-evi	unclaimed	2026-07-12
193	İnan Komisyon Evi	komisyoncu	adiyaman	kahta	Mehmet İNAN	0538 204 53 31	Toptancı Sebze Hali No :9	https://halkatalogu.com/hal/296-inan-komisyon-evi	unclaimed	2026-07-12
194	Kısmet KomisyonEvi	komisyoncu	adiyaman	kahta	Üzeyir KODAK	0536 989 17 94	Toptancı Sebze Hali No :28	https://halkatalogu.com/hal/297-kismet-komisyonevi	unclaimed	2026-07-12
185	Kutlu Komisyon evi	komisyoncu	adiyaman	merkez	M.Baki KUTLU	0532 265 01 43	Sebze Hali No :8	https://halkatalogu.com/hal/2169-kutlu-komisyon-evi	unclaimed	2026-07-12
191	Özkan Komisyonevi	komisyoncu	adiyaman	merkez	Mustafa YILDIRIM	0532 769 27 96	Yeni Sebze Hali No :44	https://halkatalogu.com/hal/2474-ozkan-komisyonevi	unclaimed	2026-07-12
190	Reşikoğulları Komisyonevi	komisyoncu	adiyaman	merkez	Hasan UYANIK	0 416 225 0289	Sebze Hali No :39	https://halkatalogu.com/hal/289-resikogullari-komisyonevi	unclaimed	2026-07-12
192	Sarıdoğanlar komisyon evi	komisyoncu	adiyaman	kahta	Abdullah Sarıdoğan	0531 864 86 93		https://halkatalogu.com/hal/3186-saridoganlar-komisyon-evi	unclaimed	2026-07-12
188	Tut Komisyon	komisyoncu	adiyaman	merkez	Fatih GÜLEÇ	0 416 225 1818	Yeni Sebze Hali No :33	https://halkatalogu.com/hal/2476-tut-komisyon	unclaimed	2026-07-12
184	Yetişkin Komisyon evi	komisyoncu	adiyaman	merkez	Ahmet YETİŞKİN	225 1499	Sebze Hali No :7	https://halkatalogu.com/hal/2168-yetiskin-komisyon-evi	unclaimed	2026-07-12
2826	Aygün Tarım Soğuk hava	soguk_hava	agri				Aygün Tarım Soğuk Hava Deposu GEYVE/ADAPAZARI	https://halkatalogu.com/soguk-hava-depolari/8-aygun-tarim-soguk-hava	unclaimed	2026-07-01
206	Beytullah Ticaret	komisyoncu	agri	merkez	Metin PORSAK	0532 063 73 21	Yeni Sebze Hali NO .31 AĞRI	https://halkatalogu.com/hal/2711-beytullah-ticaret	unclaimed	2026-07-12
207	Çağla Ticaret Komisyon evi	komisyoncu	agri	merkez	Kutbettin YILDIZ	0532 797 98 03	Yaş Sebze Hali NO :34 AĞRI	https://halkatalogu.com/hal/2710-cagla-ticaret-komisyon-evi	unclaimed	2026-07-12
201	Cemil Oğulları	komisyoncu	agri	merkez	Nihat KARAKUŞ	0532 272 72 50	Yeni Sebze Hali No :5-	https://halkatalogu.com/hal/307-cemil-ogullari	unclaimed	2026-07-12
200	Kartutan Komisyon evi	komisyoncu	agri	merkez	YAŞAR ORHAN	0532 517 87 42	Sebze Meyve Komisyoncusu	https://halkatalogu.com/hal/309-kartutan-komisyon-evi	unclaimed	2026-07-12
205	Öz Yeşilova Komisyon evi	komisyoncu	agri	merkez	Nazım BULUT	0532 722 65 91	Toptancı Sebze Hali No :22	https://halkatalogu.com/hal/310-oz-yesilova-komisyon-evi	unclaimed	2026-07-12
208	Şen Kardeşler Komisyon Evi	komisyoncu	agri	merkez	Bilal OĞUR	0 472 216 18 96	Toptancı Sebze Hali NO: 35-36 AĞRI	https://halkatalogu.com/hal/2920-sen-kardesler-komisyon-evi	unclaimed	2026-07-12
202	Taşkaya Ticaret Komisyon evi	komisyoncu	agri	merkez	Kenan TAŞKAYA	0543 815 97 42	Toptancı Sebze Hali NO :10 AĞRI	https://halkatalogu.com/hal/2708-taskaya-ticaret-komisyon-evi	unclaimed	2026-07-12
209	Tutak Komisyon evi	komisyoncu	agri	patnos	Ercan TUTAK	0535 565 97 35	No :3	https://halkatalogu.com/hal/312-tutak-komisyon-evi	unclaimed	2026-07-12
203	Umut Ticaret Komisyon evi	komisyoncu	agri	merkez	Bülent ÇELİK	0533 241 23 68	Toptancı Sebze Hali NO :11 AĞRI	https://halkatalogu.com/hal/2709-umut-ticaret-komisyon-evi	unclaimed	2026-07-12
204	Yeşilova Komisyon evi	komisyoncu	agri	merkez	İhsan KAYA	0532 266 03 61	Toptancı Sebze Hali No :14-15	https://halkatalogu.com/hal/308-yesilova-komisyon-evi	unclaimed	2026-07-12
1336	Alioğulları komisyon evi	komisyoncu	aksaray	merkez	AHMET AĞIL	0532 648 11 74		https://halkatalogu.com/hal/3140-aliogullari-komisyon-evi	unclaimed	2026-07-12
1344	Andıçlar Komisyon Evi	komisyoncu	aksaray	merkez	H.Hüseyin ANDIÇ	0537 732 15 40	Toptancı Hali NO :25	https://halkatalogu.com/hal/317-andiclar-komisyon-evi	unclaimed	2026-07-12
1338	Baydar Komisyon evi	komisyoncu	aksaray	merkez	Kemal BAYDAR	0592 310 21 38	Toptancı Sebze Hali No :19	https://halkatalogu.com/hal/2187-baydar-komisyon-evi	unclaimed	2026-07-12
1334	Bayram Çelen Komisyon evi	komisyoncu	aksaray	merkez	Bayram ÇELEN	0532 547 06 48	Toptancı Sebze Hali No :13	https://halkatalogu.com/hal/319-bayram-celen-komisyon-evi	unclaimed	2026-07-12
1337	Bozkurtlar Komisyon evi	komisyoncu	aksaray	merkez	Musa BOZKURT	0546 585 07 88	Toptancı Hali (B) Blok No :19	https://halkatalogu.com/hal/2188-bozkurtlar-komisyon-evi	unclaimed	2026-07-12
1342	Bozkuşlar Komisyon evi	komisyoncu	aksaray	merkez	Necattin BOZKUŞ	0534 263 57 84	Toptancı Sebze Hali no :19	https://halkatalogu.com/hal/314-bozkuslar-komisyon-evi	unclaimed	2026-07-12
1335	C.Ağıl Komisyon evi	komisyoncu	aksaray	merkez	Cumali AĞIL	0532 387 75 40	Toptancı Sebze Hali No :15-b	https://halkatalogu.com/hal/320-c-agil-komisyon-evi	unclaimed	2026-07-12
1333	Çalışkanlar Komisyon evi	komisyoncu	aksaray	merkez	Yusuf ÇALIŞKAN	0533 614 40 09	Toptancı Sebze Hali No :13	https://halkatalogu.com/hal/2190-caliskanlar-komisyon-evi	unclaimed	2026-07-12
1340	Kaya - 15 Komisyon evi	komisyoncu	aksaray	merkez	Cavit GÖKKAYA	0532 716 87 56	Toptancı Sebze Hali No :19 E	https://halkatalogu.com/hal/321-kaya-15-komisyon-evi	unclaimed	2026-07-12
